Keys,Definitions,English
TOBLA," Démangeaison douloureuse aux cuis- ses, par suite de la marche; éprouver cette déman- geaison. ","Painful itching in the thighs, from walking; feel that itch."
"TỞBLA, Béngai —"," Un homme perfde, double, un semeur de zizanie.  |","A perverted, double man, a sower of discord. |"
TOBLAH, Se faire mutuellement la guerre. ,Make war on each other.
TỞBLAI, Faire déborder.  ,Let it overflow.
TỎBLAIH," Dissuader, détourner d°agir, d’une entreprise. ","To dissuade, to divert from acting, from a company."
TOBLANG," Alterner, faire tour à tour.  [ V.  BLANG ]","Alternate, take turns. [ V. BLANG ]"
"TỞBLEÉNG, TOBLÉNH"," Effaroucher, met- tre en fureur.  ","To frighten, to infuriate."
TỞBLỎR," Glissant.  Trong — bônh kè pô, en chemin glissant il est facile de tomber. ","Sliding. Trong — bong kè phô, on a slippery path it is easy to fall."
"TÔBLUCH, TỞBLUEH, et surtout TO- BLUT (plus usité)"," Sortir du manche (en par- lant d’un outil, etc. ).  || Se défaire d’un objet, s’en đessaisir (avec quelque regret).  ","Pull out of the handle (speaking of a tool, etc.). || To get rid of an object, to take hold of it (with some regret)."
TOBLUNG," Se renverser, être enfoncé, être","to overturn, to be depressed, to be"
TOBÜ," Peu sen est fallu, faillir.  — inh oz hŠ- äng, j'ai failli tomber.  | Particule indiquant le conditionnel.  — ink oa tã e, chong bắ inh th kè lòh, j'aurais bien voulu vous suivre, mais mon père ne me l’a pas permis, ","It was hardly necessary to fail. — inh oz hŠ- äng, I almost fell. | Particle indicating the conditional. — ink oa tã e, chong bắ inh th kè lòh, I would have liked to follow you, but my father did not allow me,"
TOBOCH," Espèce de gale, de maladie de peau. ","Kind of scabies, skin disease."
TOÔBÔH," Montrer, faire voir, indiquer.  — ko inh mir e, montrez-moi votre champ.  || — mat, se blesser volontairement, ou se tuer soit de colère, soit surtout pour témoigner sa douleur de la mort d’un parent, d’un ami. ","To show, show, indicate. — ko inh mir e, show me your field. || — mat, to voluntarily injure oneself, or to kill oneself either out of anger, or above all to show one's pain at the death of a relative, a friend."
TOBRAÂL," Faire perdre l’envie, faire repentir; se repentir.  u","To make lose envy, to cause repentance; to repent. a"
"TỎBRÂT, TỎBROT"," S'enlever, s’arracher, se disputer un objet entre plusieurs.  Bre nhong oh — dibal tèmam kddra nao lôet, les deux frères se disputent les . biens de leur père qui vient de mou- rir.  ","To remove oneself, to tear oneself away, to argue over an object between several people. Bre nhong oh — dibal tèmam kddra nao lôet, the two brothers argue over the . property of their father who has just died."
TOÔBRÜK," Mettre en mouvement, faire mar- cher.  ","To set in motion, to make go."
TOBUH," Jeter au feu, brûler.  ","Throw into the fire, burn."
TOBÜN," Promettre, s'engager.  Tong e uh kd oa an, e — kikià? pourquoi promettre, si tu ne veux pas donner?","Promise, commit. Tong e uh kd oa an, e — kikià? why promise, if you don't want to give?"
TỎCHAL," Rendre la pareille, user de repré- sailles.  Mă de arch kè bồn, bồn nế arch —, quoiqu'on nous haïsse, ne rendons pas haine pour haine. ","Return the favor, retaliate. Mă de arch kè bồn, bồn nế arch —, although we are hated, let us not return hatred for hatred."
TÔCHENG," Incliner, pencher d’un côté; pen- ser, réfléchir.  — don, même sens.  Pôma gògòi — hôti, parler d’abord et ne réfléchir qu’après. ","Tilt, lean to one side; to think, to reflect. — gift, same meaning. Pôma gògòi — hôti, speak first and only think afterwards."
TOÔCHENG," Faire une clôture, une séparation en bambous.  — dèlam, faire une chambre.  [P.  CHENG, CHONENG]","Make a fence, a bamboo separation. — delam, make a room. [P. CHENG, CHONENG]"
TỎCHOH," Couper la viande en menus mor- ceaux, faire un hachis. ","Cut the meat into small pieces, make a mince."
TÓCHỞNG," (mot rèngao) S'engager de part et d'autre à payer une amende, si l’on manque à la promesse de se marier ensemble.   ","(rèngao word) Committing on both sides to pay a fine, if we break the promise to marry together."
TOÔCHOT," Arrêter, fixer, décider, déterminer, se proposer, prendre une résolution, convenir.  De — dibal jur E èn, ils sont convenus đ'aller ensem- ble en Annam.  — mä kèjäp uh kò pa et trắ xoai, prendre la ferme résolution de ne plus s’enivrer. ","Stop, fix, decide, determine, propose, make a resolution, agree. From — dibal jur E èn, they agreed to go together to Annam. — mä kèjäp uh kò pa et trắ xoai, make a firm resolution not to get drunk again."
TODAH," Clair, clairement, évident; lieu éclai- ré, point du jour, aurore.  Pèma —, parler claire- ment (au propre et au figuré).  — dèning, demain, au point du jour.  pores —, brun clair.  Khan hò bồn m —, dites-le-nous ouvertement.  Mang —, nuit étoilée. ","Clear, clearly, obvious; lighted place, daybreak, dawn. Pèma —, speak clearly (literally and figuratively). — dening, tomorrow, at daybreak. pores —, light brown. Khan hò bồn m —, tell us openly. Mang —, starry night."
TODAM," Jeune homme, adolescent.  De —, les jeunes gens.  — x, sa jeunesse.  (Tddam ne se dit que des personnes, bien que sa racine dam s'emploie aussi pour les animaux et pour certaines plantes. )","Young man, teenager. From —, young people. — x, his youth. (Tddam is only said of people, although its root dam is also used for animals and certain plants.)"
TỞDAO," (peu usité)  Essayer, faire l'épreuve. ","(little used) Try, take the test."
TOÔDAP," Arbre à fleurs rouges, dont la florai- son annonce la période de certains travaux des champs. ","Tree with red flowers, the flowering of which heralds the period of certain work in the fields."
TODIEP," Trompette de guerre en corne.  Hlôm —, faire entendre la trompette de guerre.  — bbla, trompette d'ivoire. ","Horn war trumpet. Hôm —, sound the war trumpet. — bbla, ivory trumpet."
TODIH, Aller à un rendez-vous.  ,Go on a date.
TODÜNG, Se prêter mutuellement secours. ,Lend each other aid.
TỎDÓNG," Riche, fortuné, à qui tout réussit, sur qui l’on peut s'appuyer. ","Rich, fortunate, successful in everything, on whom we can rely."
TỎDÓNG, La chaîne d’un tissu.  (La trame se dit tènanh. ),The warp of a fabric. (The plot is called tènanh.)
TODRA," Noter, remarquer, observer.  Ink ji hma —, tòng kit mònŠ dxi khènh mi, j'ai observé que  quand ces grenouilles coassent, c’est signe de pluie","Note, notice, observe. Ink ji hma —, tòng kit mònŠ dxi khènh mi, I observed that when these frogs croak, it is a sign of rain"
 TODRA KƠ,"Attendu que, puisque, vu que.  "," Whereas, since, given that. "
TƠDRAH.," Clairière dans la forêt, endroit du bois découvert, endroits de la forêt où il y a beau- coup de bambous et peu d'arbres. ","Clearing in the forest, open woods, places in the forest where there are many bamboos and few trees."
"TODRÂL, TODRÔL"," Extrémité, bout.  Togüt | hamang — lờm gơi, nouer ensemble les deux bouts. ","End, end. Togut | hamang — lờm gơi, tying the two ends together."
TODRÂM," Au fort de, au beau milieu.  — chơi, au fort des semailles. ","At the height of, right in the middle. — chơi, at the height of sowing."
"TODRAÂNG, DODRANG", Poulailler accolé à la maison. ,Chicken coop attached to the house.
TODRANG," Vis-à-vis, vers, dans la direction.  | — mat nar lech, dans la direction de l'Orient. ","Opposite, towards, in the direction. | — mat nar lech, in the direction of the East."
TODRÉEK," Le riz et l'herbe, lorsquau sortir de terre ils commencent à apparaître verdoyants.   Oxeh met ko —, le cheval aime à brouter la verdure nouvelle. ","The rice and the grass, when they come out of the ground, they begin to appear green. Oxeh puts ko —, the horse likes to graze on the new greenery."
TODREN," Parler par bravade, s’agiter et me- nacer en fanfaron.  _","To speak out of bravado, to be agitated and to threaten with bravado. _"
"TODRIN, DỎDRIN", S'eforcer. ,To force oneself.
TODRING, Plaine ou plateau couvert de hau- tes herbes et dépourvu d’arbres ou à peu près. ,Plain or plateau covered with tall grass and devoid of trees or almost nothing.
TODRING," Ensemble, simultanément, simul- tané.  ","Together, simultaneously, simultaneously."
"TODRÔ, DODRÔÜ"," Bouger, remuer, ‘s’agiter.  Nš —, ne bougez pas. ","To move, to stir, to agitate. Nš —, don't move."
TODROH," Cri de joie pour rassurer ceux qui sont au loin, pour annoncer la capture d’un gros gibier, pousser ce cri.  Đồi bèn ji — lò bri, de jomô thâu, nos gens ont poussé le cri de joie, sans doute ils ont pris quelque gios gibier.  ","Cry of joy to reassure those who are far away, to announce the capture of a big game, to utter this cry. Đồi bèn ji — lò bri, de jomô thâu, our people let out the cry of joy, no doubt they caught some gios game."
TODRÔNG, Espèce de roseau qui croît sur- tout dans les champs laissés depuis longtemps en friche. ,A species of reed that grows mainly in fields that have been left fallow for a long time.
TODRONG," Chose, matière, raison, motif, af- faires.  E nam — kikiâ? ji — kil, quelle affaire vous amène ici? une affaire importante.  || Ce mot change en substantif le verbe qu’il précéde, v.  g.  Areh, haïr; — areh, la haine. ","Thing, matter, reason, motive, business. E nam — kikiâ? ji — kil, what business brings you here? an important matter. || This word changes the verb it precedes into a noun, v. g. Areh, to hate; — areh, hatred."
TODRÔP, Etui en bambou tres- sé (surtout l’étui des gongs et des tam-tam). ,Woven bamboo case (especially the case for gongs and tom-toms).
TỞDROU," Six.  Nar mé —, le vendredi. ","Six. Nar mé —, Friday."
TODRUNG, Cage ou nid spécial pour la pou- le et ses poussins. ,Special cage or nest for the hen and her chicks.
TODRÜT," Pousser, faire avancer en poussant.   || Céder sous le poids, s'affaisser peu à peu, se retirer, reculer peu à peu (en par- lant đun objet).  Drông xum ji — hò hngâm ba, le plancher du grenier ploie sous le poids du riz. ","To push, to move forward by pushing. || To give in under the weight, to sag little by little, to withdraw, to retreat little by little (by speaking about an object). Drông xum ji — hò hngâm ba, the floor of the attic bends under the weight of the rice."
TODUÄ," Les villages voisins.  Pôley de n6 ji rdgey ko —, ce village se conduit généreusement envers les villages environnants. ","The neighboring villages. Pôley de n6 ji rdgey ko —, this village behaves generously towards the surrounding villages."
TODUOT," Sortir, s'enlever, se détacher.  Dao .  ‡nh — hè nop hdi, la lame sort de son fourreau trop grand. ","To come out, to remove oneself, to detach oneself. Dao. ‡nh — hè nop hdi, the blade comes out of its oversized sheath."
TOENG," Soumettre à l'action du feu en ap- prochant l’objet tout près.  Tong xbxing, — fò unh hònh klaih, la démangeaison disparaît en appro- chant très près du feu la partie où il démange. ","Subject it to the action of fire by bringing the object very close. Tong xbxing, — fò unh hònh klaih, the itch disappears by bringing the part where it itch very close to the fire."
TOGAI, Se passer le tube à boire.   ZXik — le vin des fiançailles. ,Pass the drinking tube around. ZXik — the engagement wine.
TOÔGÂK, Serpe. ,Serpe.
TOGAL," En rapport, proportionnés, bien as- sortis.  Bré số ji — ko 16k dibal, ces deux person- nes se conviennerit pour époux.   ","Related, proportionate, well matched. Bré số ji — ko 16k dibal, these two people would suit each other as spouses."
TỎGAR," Se jalouser, être jaloux l’un de Jau- tre, se disputer la possession d’un objet.  Ong mai —, époux jaloux.  ","To be jealous of each other, to be jealous of one another, to argue over the possession of an object. Ong mai —, jealous husband."
TOGEN," Se fouler, s’écraser; mettre sous le ressoir, ou sous un poids très lourd.  Hnam hät ò bèngai, de — dibal, la maison est trop pleine de","To trample, to crush; put under the resoir, or under a very heavy weight. Hnam hät ò bèngai, de — dibal, the house is too full of"
TOGIET," Se serrer l’un contre l'autre.  Kuy —, se coucher serrés l’un contre l’autre, côte à côte. ","Huddle against each other. Kuy —, lying close together, side by side."
TOGLEH-GLOH, Se luxer un membre. ,Dislocate a member.
TOGLEK, Tourner peu à peu autour de son axe.  ,Rotate little by little around its axis.
TOÔGLOH," Tomber de l'endroit où l’on était renfermé, fixé.  Xäng — đờng hnop, le couteau est tombé de sa gaîne. ","Falling from the place where you were confined, fixed. Xäng — đờng hnop, the knife fell out of its sheath."
TOGO," Se rompre, se briser.  Long —, l'arbre s’est brisé.  { Prompt à s’impatienter, à se mettre en colère.  Né anul pang xd, xd dah —, ne plaisan- tez pas avec lui, il se fâche aisément. ","To break, to break. Long —, the tree broke. { Quick to get impatient, to get angry. Born anul pang xd, xd dah —, don't joke with him, he gets angry easily."
TỎGŨ, Enflure de la paupiére provenant du- ne piqûre d’insecte. ,Swelling of the eyelid from an insect bite.
TỔGUM," En commun, commun.  Tômam —, biens communs.  Bò mir —, travailler en commun aux champs. ","In common, common. Tômam —, common goods. Bò mir —, working together in the fields."
TOGUÔT," Nouer, lier.  — klok, nouer le cor- don ombilical.  — mang, marquer les jours.  [Y. ","Tie, bind. — klok, tie the umbilical cord. — eat, mark the days. [Y."
TỎH, Haricots. ,Beans.
TOHAK," Se fendre.  Teh —, l terre se fend. ","Split. Teh —, the earth is splitting."
"TỞHECH, TÔHEK"," Se briser en petits mor- ceaux.  Ÿd hbäng — di, la jarre en tombant s'est brisée en mille piéces.  ","Break into small pieces. Ÿd hbäng — de, the jar as it fell broke into a thousand pieces."
TỞHEK," Se déchirer sur une grande longueur.  Khan xdrum to hnam Đă lãng — dòng tòi truh ích, le voile du temple se déchira depuis le haut jus- qu’à terre. ","Tear over a long length. Khan xdrum to hnam Đă lãng — dòng tòi truh ích, the veil of the temple was torn from the top to the ground."
TOHEO," Abandonner au courant de l'eau.  ""1  TOHLAP.  Lancer des imprécations.  [V. ","Abandon the current of water. ""1 TOHLAP. Throw curses. [V."
"TỞHIK, TỎHING", S'irriter l’un contre l'au-,Getting angry with each other
TOHIONG," Égarer, perdre un objet.  [V.  F HIÖNG ] :","To misplace, to lose an object. [v. F HIÖNG ]:"
TỞHLA DON," La conque de l'oreille.  Ế TỎHLI.  Effrayer, faire peur.   l£ TOHLING.  Se répandre au dehors, couler en | dehors.  k TỎHMÃ.  Habituer; s’habituer, sexercer.  [ V.  l HMÃ]","The concha of the ear. Ế TỎHLI. Scare, scare. l£ TOHLING. To spread outward, to flow in | out. k TỎHMÃ. Get used to it; get used to it, practice it. [V. l HMÃ]"
TOHMÂACH, Se saluer.  ,Greet each other.
TOHMAI, Diretant mieux.  à la nouvelle du malheur arrivé à autrui. ,Saying better. to the news of misfortune befalling others.
TOHMOT," Faire prendre goût à une chose, faire naître le désir d’y revenir.  E — inh 2m tò e anheh, vous me donnez l’envie de venir souvent chez vous. ","To develop a taste for something, to create the desire to return to it. E — inh 2m tò e anheh, you make me want to come to your house often."
TOHNGÂM, Huit. ,Eight.
"TOHNIO, TOHNIET"," Se serrer de près.  [V.  HNIO, HNIET]","Huddle closely. [v. HNIO, HNIET]"
TOHÔCH, Faire couler. ,Make flow.
TOHÔCH," Se quereller bruyamment, avec co- lère et propos irritants.  ","Arguing loudly, with anger and irritating language."
TOHÔANG," Faire tomber; gagner à son sen- timent, faire tomber d’accord.  |","To bring down; win over one’s feeling, make one agree. |"
TOHOR," Se traîner, se tirer, s'entraîner.  — dibal et xik, se traîner l’un l’autre à la jarre pour boire ensemble. ","Dragging, pulling, training. — dibal and xik, drag each other to the jar to drink together."
TỎHUEH," S*ébrécher, s’échancrer (en par- lant d’une lame, de l’orifice d’une jarre, etc. ). ","To chip, to indent (speaking of a blade, the orifice of a jar, etc.)."
TỞHUL," Se mettre en colère l’un contre Pau- tre, se bouder. ","Getting angry at each other, sulking."
TOIOCH, Proférer par devers soi des impré- cations déshonnêtes. ,To utter dishonest curses to oneself.
TÔIÉNG IÜNG," Losange, en losange. ","Diamond, diamond."
TOIÜK DIBAL," Se prendre pour époux, se marier ensemble. ","Take each other as husband, marry together."
"TOIÔNG, Ba —", Riz gluant (distinct du riz ordinaire qu’on appelle broi).  ,Glutinous rice (distinct from regular rice called broi).
TOIU," Effrayer, menacer, faire peur; s’ef- frayer mutuellement. ","Frighten, threaten, frighten; scare each other."
TOIỮŨNG," Faire lever, élever, ériger, mettre","To raise, to raise, to erect, to put"
relever ce qui est tombé," — /ðzăng, éle- ver une colonne.  — de mi tp, faire lever ceux qui dorment. ","— /ðzăng, raise a column. — mid tp, get up those who are sleeping."
TOJANG," Être occupé, embarrassé; être en- ceinte. ","Being busy, embarrassed; to be pregnant."
TOJAO, Livrer les marchandises vendues; re- mettre de la main à la main.  ,Deliver the goods sold; hand over hand.
TOJE," Près l’un de l’autre.  Hnam nhi ji —, nos maisons à tous deux sont placées l’une près de l’autre.  || Être proches parents.  ,","Close to each other. Nham nhi ji —, both of our houses are placed close to each other. || Be close relatives. ,"
TOJI," Être en rapport, être digne l’un de l’au- tre, être digne, mériter.  Bòr don xd uh bò — bò tomam xd, son esprit et ses paroles ne sont pas en rapport avec sa fortune, il a moins d’esprit que de biens.  ","To be related, to be worthy of each other, to be worthy, to deserve. Bòr don xd uh bò — bò tomam xd, his spirit and his words are not related to his fortune, he has less spirit than goods."
TOJIL," Se battre à coups de corne.  Kaÿô ink — dibal, mes buffles se sont battus. ","Fighting with horns. Kaÿô ink — dibal, my buffaloes fought."
TỞJỞRÂM," Se rencontrer, se heurter par mé- garde l’un contre l'autre, — dibal tb poley de, se rencontrer dans un village. ","To meet, to accidentally collide with each other, — dibal tb poley de, to meet in a village."
"TOK, TÚK"," Allumer.  — rh, allumer le feu. ","To light up. — rh, light the fire."
TOKA," Faire dire, envoyer une commission, invitet par envoyé. ","Make it known, send a commission, invite it by sending it."
TỞKÃN," Venir auprès, accoster, s'approcher.  Tờng in kò ÉJMÍ, em — lò nhon, si vous craighez l'ennemi, approchez de nous. ","Come near, approach, approach. Tờng in kò ÉJMÍ, em — lò nhon, if you fear the enemy, approach us."
TỞKĂNG," Contigu, limitrophe.  Mir nhi ji —, nos champs à nous deux sont voisins. ","Contiguous, bordering. Mir nhi ​​ji —, our fields are neighbors."
TOKẶP," Se mordre l’un l’autre (en parlant des chiens); se chamailler.  || Bien adaptés, bien a+ justés. ","Biting each other (speaking of dogs); to argue. || Well adapted, well adjusted."
"TÔKECH, TOKÉK"," Le cri d'alarme, pousser ce cri. ","The cry of alarm, utter this cry."
TOKHÂP, S'obliger réciproquement à une chose sous peine d'amende.  ( Ordinairement c’est à propos de promesses de mariage qu’on s'engage ainsi. ) | _,Oblige one another to do something under penalty of a fine. (Usually it is about promises of marriage that we commit ourselves in this way.) | _
"TOKHÔL, TOKÔL"," Grisonnet, avoir les che- veux blancs.  Kra x6k — tèma oây anul kè del un vieillard à cheveux tout blancs plaisanter encore. ","Grisonnet, to have white hair. Kra x6k — tèma oây anul kè del an old man with completely white hair joking again."
TỞKLAH," Se séparer, se diviser.  M% lôet erih, hủ uh kè —, noús sommes inséparables à la vie à la mort. ","To separate, to divide. M% lôet erih, hủ uh kè —, we are inseparable in life and death."
TOKLOH," Se décolorer, se faner, perdre sa couleur, sa teinte. ","Fading, fading, losing color, hue."
"TƠKƠI, Dak —"," Chute d’eau, cascade.  [V.  KÔI] - ","Waterfall, waterfall. [v. KOI] -"
TOKÔI," Envoyer une invitation, faire dire à quelqu'un.  _ TOKÔL.  Grisonner. ","Send an invitation, have someone tell you. _ TOKÔL. Go gray."
TOKOL," Tomber par terre.  — kð kôtoik lòmõ, heurter contre une pierre et tomber. ","Fall on the ground. — kð kôtoik lòmõ, to hit against a stone and fall."
TOKONG," Branche.  — long, branche d'ar- bre.  || Numéral de beaucoup de choses longues et ténues.  X6k bar —, deux cheveux.  Ba ming —, un brin de riz en herbe. ","Branch. — long, branch of a tree. || Numeral of many long and tenuous things. X6k bar —, two hair. Ba ming —, a grassy blade of rice."
TỞKRÂY," Séparément, cha- cun de son côté.  Ba bù — nôl nắng bu keh adroi, travaillons séparément pour voir qui aura fini le premier. ","Separately, each on his own. Ba bù — nôl nắng bu keh adroi, let's work separately to see who finishes first."
TỞKUH," S'aboucher, tête à tête, converser en tête à tête; deux objets qui se touchent, qui se joi- gnent par un bout. ","To meet, face to face, to converse face to face; two objects that touch each other, that join at one end."
TỞKUL, Buisson. ,Bush.
TƠL," Répondre; promettre, faire un vœu, s'obliger par vœu.  De jet xd, xd uh ko — kiki? pour- quoi ne répond-il pas quand on Ïinterroge? Toma jt — dn tòma uh bò bôh xd an, il a promis, et cepen- dant on ne le voit pas donner.  — kapô, vouer un buffle, faire vœu d'offrir un sacrifice.  || Pòkwgol—, l'âme a répondu ainsi.  (Quand un payen meurt, surtout de mort violente, chacun dit pôkngol tèl; parce que les Bahnars croient que le mort en ve- nant autrefois au monde, interrogé comment il voulait mourir, avait précisément choisi cette mort violente.  ( Eespèce de fatalité superstitieuse.  )","Answer; promise, make a vow, bind oneself by vow. From jet xd, xd uh ko — kiki? why doesn't he answer when we question him? Toma jt — dn tòma uh bò bôh xd an, he promised, and yet we don’t see him giving. — kapô, to vow a buffalo, to make a vow to offer a sacrifice. || Pòkwgol—, the soul responded thus. (When a pagan dies, especially a violent death, everyone says pôkngol tel; because the Bahnars believe that the dead person, once coming into the world, when asked how he wanted to die, had precisely chosen this violent death. (A species of superstitious fatality . )"
"TOL, TÂL"," Atteindre la longueur, la hauteur voulue.  Ba tèchôt kapô bar hägüt, chong kapô e uh hè — bar hägät, nous étions convenus đun buffe qui eût deux coudées, mais le tien ne les a pas tout à fait.  ","Reach the desired length and height. Ba tèchôt kapô bar hägüt, chong kapô e uh hè — bar hägät, we had agreed on a buffe who had two cubits, but yours did not quite have them."
TỞLĂ," Écarter, jeter de côté.  Kéng —, éloi- gner d’un coup de coude ou d'épaule. ","To set aside, to throw aside. Kéng — to move away with an elbow or shoulder."
TỞLAH," Se séparer, être séparé.  Lôet hd de kôdra, nhong oh ji —, après la mort des parents, les frères et les sœurs se sont séparés. ","To separate, to be separated. Lôet hd de kôdra, nhong oh ji —, after the death of the parents, the brothers and sisters separated."
TỎLAÁCH," Se disputer avec colère, se lancer des invectives, s'adresser de durs reproches, se chamailler. ","Arguing angrily, throwing insults at each other, harshly reproaching each other, bickering."
TOLAK," Se peler, s’écorcher, tomber (en par- lant de la peau, de l'écorce, etc. ). ","To peel, to peel, to fall off (speaking of the skin, the bark, etc.)."
TOLECH," Faire sortir, éconduire, mettre de- hors, faire livrer.  Ink oa — akâu gồ, xd uh kè oa lech, nhi bodro uh hò xử, je voulais qu’il produisit une marmite en espèce, il ne veut pas, notre mar- ché. est manqué. ","To send out, to throw away, to put out, to have delivered. Ink oa — akâu gồ, xd uh kè oa lech, nhi bodro uh hò xử, I wanted him to produce a pot in cash, he doesn't want, our market. is missed."
TỎLEY," Corde ou lien de toute sorte.  — akar hajô, des liens en peau de bufñfle. ","Rope or tie of any kind. — akar hajô, bonds of buffalo skin."
TOLÉP," Nattes de bambou qu’on étend sous le riz dans le grenier.  Nhon tak — boih, (nous avons enlevé les nattes du grenier,) notre grenier est vide, notre riz est fini. ","Bamboo mats that are spread under the rice in the attic. Nhon tak — boih, (we removed the mats from the attic,) our attic is empty, our rice is finished."
TÔLIENG, Se détacher et tomber (v.  g.  un fruit mûr). ,To detach and fall (v. g. a ripe fruit).
TOLIO, Espèce de flûte tout à fait primitive. ,Quite primitive species of flute.
TỎLỐNG," Bondir, sauter.  — Ö/ob, sauter par- dessus, au travers. ","Leap, jump. — Ö/ob, jump over, through."
TỞLỐP," Gourde.  Ming — dak, une gourde pleine d’eau. ","Gourd. Ming — dak, a gourd full of water."
TOLO," Retourner, tourner sens dessus dessous.  — kung, tourner l’échelle.  | — la, xòlò la, au contraire, c’est juste le contraire. ","Flip, turn upside down. — kung, turn the ladder. | — la, xòlò la, on the contrary, it’s just the opposite."
TỎLỎNG HLỞR, Tomber en glissant.  ,Fall while sliding.
TOLOT," Pousser au pied du mur, réduire au silence.  E — xd, xd uh hò pa lele kò ha ming nôr, vous l’avez confondu, et il n'a su répondre un mot. ","Push against the wall, silence. E — xd, xd uh hò pa lele kò ha ming nôr, you confused him, and he could not answer a word."
TỎLUH," Passer devant, outrepasser, devan- cer. ","To pass in front, to overtake, to get ahead."
TOLÜK HŨ," Qui ne sait se mêler ni aux con- versations, ni aux jeux. ",Who doesn't know how to join in conversations or games.
TỎLUI XÜK," Chauve.  Bô% deh mònŠ ki xò — — di, dans sa dernière et grave maladie, tous les cheveux lui sont tombés. ","Bald. Bô% deh mònŠ ki xò — — di, in his last and serious illness, all his hair fell out."
TOM," Tronc, principe, origine, commence- ment.  || Numéral de certaines choses.  — long, tronc d'arbre, pied de l'arbre.  Lò —, au commencement.  — goi, le gros et le petit bout, le commencement et la fin.  Ming — ba, un pied de riz.  — tôm kè bôngai ji bök Adam, c'est d'Adam que tous les hom- mes tirent leur origine. ","Trunk, principle, origin, beginning. || Numeral of certain things. — long, tree trunk, base of the tree. Lò —, at the beginning. — goi, the big and the small end, the beginning and the end. Ming — ba, a foot of rice. — tôm kè bôngai ji bök Adam, it is from Adam that all men derive their origin."
TOMA," Cependant, pourtant, néanmoins, mal- gré cela.  Inh ji hoaï &, — e uh kè lele bònẽ hò inh, c'est moi qui t'ai racheté, et cependant tu ne m’en as aucune reconnaissance.  || Souvent on répéte le mot.  — e bol6, — e oây x4k hồ anul, tu as la fièvre, et malgré cela tu aimes à plaisanter.  - TÔMAI.  Bout, extrémité, le point où l’on a ces- sé un travail pour le reprendre ensuite.  — füky, le bout de la corde.  Bon gồ choh — bờn adre tông bri, nous allons piocher à l’endroit où nous en sommes restés hier. ","However, yet, nevertheless, in spite of that. Inh ji hoaï &, — e uh kè lele bònẽ hò inh, it is I who redeemed you, and yet you have no gratitude to me. || Often the word is repeated. — e bol6, — e oây x4k hồ anul, you have a fever, and despite that you like to joke. - TÔMAI. End, extremity, the point where we stopped work and then resumed it. — füky, the end of the rope. Well, we’re going to draw on where we left off yesterday."
TOMAK, Morceau de bois de chauffage fendu en deux. ,Piece of firewood split in half.
TỎMẮẶK KG," Rejeter la chose sur autrui, faire assumer la responsabilité.  Ink uh kè oa pogèr, ? bò todrong kiki kènh de — — inh, je n'accepte pas đ'ê- tre chef, de peur d’être rendu responsable de tout ce qui pourrait arriver.  ","Blame it on others, make people assume responsibility. Ink uh kè oa pogèr, ? bò todrong kiki kènh de — — inh, I do not accept being a leader, for fear of being made responsible for everything that could happen."
TỞMAL, Semer de nouveau aux endroits où la première semence n'a pas poussé. ,Sow again where the first seed did not sprout.
TOÔMAM," Matière dont une chose est faite, objets, biens meubles, marchandises.  Tăng e— kikid? — hu, en quelle matière est votre pipe? en argent.  — b6k môn6 ji lò lang, les marchandises, les biens de cet homme sont considérables. ","Material from which a thing is made, objects, movable goods, merchandise. Tăng e—kikid? — hu, what material is your pipe made of? in silver. — b6k môn6 ji lò lang, the goods, the goods of this man are considerable."
TỎMÂM," Allaiter, donner le sein, donner à téter.  — dd kon, donner le sein à son enfant.  Rômo th ko oa — dò kon, la vache refuse d’allaiter son petit. ’","To breastfeed, to breastfeed, to suckle. — dd kon, to breastfeed her child. Rômo th ko oa — dò kon, the cow refuses to nurse her calf. '"
TỎMĂN," Plaine, terrain plat, surface plane. ","Plain, flat land, level surface."
TỞMĂNG," Regarder de loin, au loin.  I%k — đờng ataih tái, konë inh uh kè nhën, je regardais de très loin, aussi n’ai-je pu bien distinguer. ","Look from afar, far away. I%k — đờng ataih tái, konë inh uh kè nhën, I was looking from a very far distance, so I could not make out clearly."
"TOMAR, pour TOBAR"," Deux à la fois.  To—, la largeur de deux doigts.  Hägät —, une coudée et deux travers de doigts.  (La lettre m ne remplace la lettre b que dans ce mot, et dans le mot kômar, jumeau.  )","Two at a time. To—, the width of two fingers. Hägät —, a cubit and two fingers' breadths. (The letter m only replaces the letter b in this word, and in the word kômar, twin.)"
TOMĂR," Donner l’alarme, avertir du danger, faire qu'on se tienne sur ses gardes.   Tòng né kè de — nhon, de ji blah nhon, on nous au- rait surpris et battus, si personne n’était venu nous prévenir du danger. ","To sound the alarm, to warn of danger, to make one stand on one's guard. Tòng ne kè de — nhon, de ji blah nhon, we would have been surprised and beaten if no one had come to warn us of the danger."
TOMAU," Réfléchir, penser.  Nš pèma làÏoh, — mi, ne vous hâtez pas de parler, réfléchissez bien d’abord. ","Think, think. Nš pèma làÏoh, — mi, don’t be in a hurry to speak, think carefully first."
TOMET-DON," Méditer, réfléchir müûrement. ","Meditate, think carefully."
TOMO," Pierre.  — hu, trépied qui supporte le pot-au-feu.  — treh, pierre à feu. ","Rock. — hu, tripod which supports the stew. — treh, flint."
