Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
kơgring-kơgrang,loud noise ,human activity,0.7454387545585632,animals activity,0.0924481973052024
kơhret,to tie securely ,human activity,0.5097942352294922,language,0.1804714798927307
kơiĕng,sides of body at waist ,human activity,0.476469874382019,water,0.1278169900178909
kơjăp,"secure, strong, firm, reliable",language,0.4068575501441955,human activity,0.3381130993366241
kơjon,to be lame under knee from sitting too long,human activity,0.7860507369041443,language,0.0548432394862175
kơjung,"long, tall ",human activity,0.2889147102832794,language,0.1781655550003051
kơ'jrat,position with limbs thrown out as animals roasting,animals activity,0.5197977423667908,animals,0.4687011539936065
kơka,"type of very hard burning wood, it makes good charcoal ",human activity,0.2514362931251526,weather,0.23021000623703
kơkaǐ,to scratch one's body ,human activity,0.9406940937042236,animals activity,0.0349572598934173
kơkă,chew ,human activity,0.4051555693149566,animals activity,0.3570866882801056
kơklăn,fat wrinkly stomach,human activity,0.6010125279426575,animals activity,0.1921043843030929
kơko,a bee-like insect ,animals activity,0.8851497173309326,animals,0.0694199651479721
kơkoch,to not hear anything ,human activity,0.2851366102695465,language,0.2403487861156463
kơkoy,to nod in falling asleep,human activity,0.7906975746154785,language,0.0605794489383697
kơkŏng,forearm from elbow to wrist,human activity,0.6866198778152466,language,0.0755906254053115
kơkuh,"to salute, greet, worship, bow ",human activity,0.6264959573745728,language,0.3006010353565216
kơkŭh,propeller fan,human activity,0.4675041139125824,animals activity,0.4288648962974548
kơla,scar ,human activity,0.2639172375202179,animals activity,0.2200583517551422
kơla-kơlĕch,to have many scars ,human activity,0.6884114146232605,language,0.1105924099683761
kơlap,flying ant ,animals activity,0.7824530005455017,animals,0.2087527513504028
kơlăm,metal bowl used for dipping rice measuring ,human activity,0.7469915151596069,water,0.0551804676651954
mu kơlăm,helmet,human activity,0.5727666616439819,animals activity,0.1663433164358139
kơleng,to look at ,scenery,0.2897685766220093,human activity,0.2208504229784011
kơlĕ,"perhaps, maybe this, maybe that ",language,0.496172547340393,human activity,0.1842128187417984
kơliĕt,type of bead made from a certain of grass and used on loincloths,animals activity,0.2329213917255401,plants,0.222952589392662
kơlih,because,human activity,0.3997896909713745,language,0.325263500213623
kolŏng,small puff of smoke,human activity,0.549801230430603,animals activity,0.1771174669265747
kơlôk,large pile  ,human activity,0.455988734960556,animals activity,0.1199575737118721
kơlôk-kơlak-mak,intensive form of kơlôk,language,0.663969874382019,animals activity,0.0836781784892082
kơlông,of things to peel when burnt ,human activity,0.2355146557092666,language,0.2214514315128326
kơlông-kơlang,intensive form of kơlông,language,0.6915712952613831,animals activity,0.0774989426136016
kơlŭng,large cloud of smoke,human activity,0.646353006362915,animals activity,0.1298017054796219
kơ'lêng,to describe the spread of the wings of a plane,language,0.4304725229740143,animals activity,0.1674280017614364
kơmaǐ,machine engine,animals activity,0.2957329154014587,human activity,0.1793763935565948
kơman,"cracked, scaly feet",animals activity,0.4525322318077087,animals,0.2819285988807678
kơmang,gills,animals activity,0.6337478160858154,animals,0.192992091178894
"kơmar,  kon kơmar",twins,human activity,0.3709437847137451,animals activity,0.3155815601348877
kơmăl,"strong-bodied, muscular",human activity,0.8037548065185547,animals activity,0.0743330717086792
kơmăng,at night night time,human activity,0.383336991071701,scenery,0.1391827464103698
kơmăng kơmơt,at night night time,human activity,0.383336991071701,scenery,0.1391827464103698
kơmăp,of animals to die of a natural cause,animals,0.9535019397735596,animals activity,0.0194178577512502
kơmăt,gall bladder,human activity,0.4228174984455108,water,0.232914462685585
kơmlat,lightning,animals activity,0.3134490847587585,human activity,0.2693759500980377
kơmlo,"dumb, unable to speak",human activity,0.4368081092834472,animals activity,0.1519751250743866
"kơmoh kơ ih, inh wă brŏk","""excuse me, I must go home""",human activity,0.5502696633338928,language,0.3638800978660583
kơmong,the soft spot on a baby's head,animals activity,0.5842297673225403,human activity,0.1210824772715568
kơmot,type of termite,animals activity,0.9129684567451476,animals,0.0227257218211889
kơmŏ,dirty ,human activity,0.4171201288700104,animals activity,0.1323301941156387
kơmŏ-gŏ,kettle black,language,0.3495135605335235,human activity,0.2275639772415161
kơmŏk-blan,"a type of bee-like insect that is very small, its honey and offspring are edible",animals activity,0.7634825706481934,animals,0.0798921361565589
kơmỡt,gall bladder,human activity,0.4228174984455108,water,0.232914462685585
kơmrui,small type of fly (fruit fly),animals activity,0.8701686263084412,animals,0.0331290438771247
kơmuăl,of a dog to be very good in hunting,animals activity,0.6302018165588379,animals,0.3579048216342926
kơmuh,suds,human activity,0.3167914152145386,language,0.2354132831096649
kơmưt,"that, someone like you",human activity,0.920053780078888,language,0.049400970339775
kơ'min,to hold in front in arms as a baby ,human activity,0.6409918665885925,animals activity,0.2009901106357574
kơn,a cloth ,language,0.1892500221729278,human activity,0.183211013674736
kơn nhêu,head cloth,human activity,0.4540654718875885,animals activity,0.1380633115768432
kơn seo,towel,human activity,0.402801364660263,water,0.3604505062103271
kơna,clause and sentence-level conjunction--then therefore so,language,0.791239321231842,human activity,0.0760924369096756
kơnam,"to hold a grudge, to threaten",human activity,0.5692156553268433,language,0.2936343252658844
kơnao,wedge cut as in ladder,human activity,0.4616082906723022,language,0.2618948519229889
kơnar,type of white worm that eats roots of plants,animals activity,0.5835927724838257,plants,0.3848450183868408
"kơnăl, gơnăl",to recognize,human activity,0.3109287321567535,language,0.1525930613279342
kơne,"rat, mouse",animals,0.6767235398292542,animals activity,0.3168812990188598
kơne kơchai,shrew,animals,0.5249363780021667,animals activity,0.459920734167099
tep kơne,"to sleep lightly, to shut eyes but not really sleep",human activity,0.4019421637058258,language,0.219625324010849
kơnễ,"bad, evil",human activity,0.3566146790981293,language,0.351203054189682
kơni,one-stringed musical instrument played with a bow,human activity,0.5324769020080566,animals activity,0.1916659623384475
kơnol,swollen lymph glands or possibly means only lymph glands ,language,0.7896549701690674,human activity,0.1095883175730705
jǐ-kơnol,"swollen lymph glands, plague",human activity,0.2749479115009308,animals activity,0.23771832883358
kơnong,dikes that divide sections of a rice field (wet rice),human activity,0.3070462346076965,plants,0.2294886410236358
"kơnŏk, yă kơnŏk",name of a mythical woman who plays with present-day children,language,0.4996221959590912,human activity,0.1936463862657547
kơnơl,heel,animals activity,0.4098670482635498,human activity,0.3588198721408844
kơnu,large white worm that eats trees callouses,animals activity,0.8816437125205994,animals,0.0530613884329795
"kơnuăn, hla kơnuăn","sweet potato vines,  leaves",plants,0.9680804014205932,animals activity,0.0103582460433244
kơnung,"family, family name",human activity,0.4146358966827392,language,0.4105715751647949
kơnur,eyebrow,human activity,0.5636048913002014,animals activity,0.1879497319459915
"kơ'năm, gơ'năm",belt,human activity,0.4262183904647827,animals activity,0.1878509372472763
kơ'năr,"during day, by day",human activity,0.4800041913986206,language,0.1778195053339004
kơ'nŏn,of animal to curl up to keep warm ,animals,0.5075633525848389,animals activity,0.4643720090389251
kơ'nơng,"sway-backed, crooked back",language,0.3952795267105102,human activity,0.3062276244163513
kơ'nơp,to shelter oneself,human activity,0.5514954924583435,language,0.1380234509706497
kơ'nŭn,hunched,animals activity,0.419912725687027,human activity,0.412369430065155
kơnglat,a slice,human activity,0.3170287609100342,animals activity,0.1900631934404373
kơ'ngap,to yawn,human activity,0.6072714328765869,animals activity,0.1325953006744384
kơ'ngiĕng,waist,human activity,0.2794729471206665,language,0.180564284324646
kơ'ngon,to stretch one's neck,human activity,0.8757564425468445,language,0.0356312505900859
kơ'nguenh,to curl up e.g. a dog ,animals activity,0.729423463344574,animals,0.2441612929105758
kơ'ngŭnh,of children to be quiet and good; to sit hunched over,human activity,0.566921055316925,language,0.1727551221847534
kơnh,"later on today, in a little while later, on future",language,0.2817527055740356,human activity,0.1843773573637008
kơnhŏng,the top part of an object,scenery,0.1810830384492874,water,0.1777035892009735
kơnhrao,of a person to be tall and lean,human activity,0.6710876226425171,language,0.1518464684486389
kơ'nhon,to sway as when bracing oneself to stand on tiptoes,human activity,0.7006390690803528,language,0.1633206307888031
kơpah,one side,human activity,0.2883922755718231,language,0.1774542033672332
kơpaih,cotton,human activity,0.3477938771247864,plants,0.1735892742872238
kơpal,"above, on top of, on",language,0.3070733249187469,human activity,0.2936491370201111
kơpăt,"fruit used to wash, kill lice, poison fish",animals activity,0.6229494214057922,human activity,0.176562488079071
kơpen,loincloth,human activity,0.5552021861076355,animals activity,0.1474650353193283
kơphe,coffee,human activity,0.8435143828392029,language,0.0484950318932533
kơpǐt,"to crush, press down with hand ",human activity,0.8651171922683716,animals activity,0.035660944879055
kơplah,"during that time, at that time",human activity,0.35988649725914,language,0.2391206473112106
kơpoh,a type of fruit,animals activity,0.2433986514806747,human activity,0.1384578496217727
kơpô,carabao,animals activity,0.4493922889232635,animals,0.3377600610256195
kơpu,"squeeze by rolling, wash hair",human activity,0.8679296970367432,animals activity,0.0560511648654937
kơrăn,different sections of the skin of a snake,animals,0.6324750185012817,animals activity,0.3327357769012451
kơrôm,"the underpart of a house, bed",human activity,0.2391845285892486,language,0.1472932398319244
kơsaǐ,"to sprinkle, splash water on",human activity,0.5167261958122253,water,0.3892968893051147
kơse,even though,human activity,0.3457675874233246,language,0.1649191081523895
kơseh,sneeze,human activity,0.4203959703445434,animals activity,0.2886266708374023
kơseng,of bamboo to die,plants,0.9369304180145264,animals activity,0.035077903419733
kơsep,to pinch,human activity,0.557794988155365,animals activity,0.1436784714460373
kơsĕ,not yet ripe,language,0.1917107254266739,human activity,0.1882793605327606
kosĕnh,"to twist, to make strong",human activity,0.5016838908195496,language,0.2125414907932281
kơsǐ,"negative no, it's not true",language,0.6108191013336182,human activity,0.1227857545018196
kơsoh,to spit,human activity,0.6479402184486389,animals activity,0.2029470801353454
kơsŏk,dirty water,water,0.9302355051040648,human activity,0.0404924005270004
kơsỡ,afternoon,human activity,0.4121429622173309,weather,0.1528512090444564
kơtah,"to jump, to dive into water",water,0.4976667463779449,human activity,0.3351947963237762
kơtak,cackle of hen,animals activity,0.7576022744178772,animals,0.1666417866945266
kơtam,large crab,animals activity,0.5159958600997925,animals,0.466167151927948
kơtang,"to be strong, courageous, powerful",human activity,0.4446935653686523,language,0.4113537669181824
kơtao,sugarcane,plants,0.8467609882354736,language,0.0415997207164764
kơtăn,right at the place,human activity,0.4007213115692138,scenery,0.1588368564844131
kơtăn,small-sized fruits or vegetables,plants,0.7771718502044678,animals activity,0.0437882058322429
kơten,the border on a loincloth ,human activity,0.6708477139472961,animals activity,0.1381780058145523
kơtĕch,of string to break,language,0.5890132784843445,human activity,0.1269533485174179
kơtĕch jơhngỡm,to die,human activity,0.4820171594619751,language,0.1408299505710601
kơtha,"to lack, to be slightly cracked chipped",language,0.4316304624080658,human activity,0.1543291360139846
kơthao,tub,water,0.5308215022087097,human activity,0.2069897651672363
kơthơ,"letter, written communication",language,0.8083523511886597,human activity,0.1731079220771789
kơthŭng,"pail, large can",human activity,0.5391136407852173,water,0.2475662380456924
kơtih,"to be unsettled, wanting to do something but afraid",human activity,0.5384474992752075,animals activity,0.1364933550357818
kơting,bone,human activity,0.3865516781806946,animals activity,0.3068859279155731
kơtǐ,to move circularly in threshing rice,human activity,0.6823750138282776,animals activity,0.1770433187484741
kơtǐt,to crush e.g. car crushing person,human activity,0.7320352792739868,animals activity,0.125250443816185
kơtol,of eggplant to not be thoroughly cooked,plants,0.66205233335495,human activity,0.1032531559467315
kơtong,"the kick of a horse, cow",animals activity,0.5742688179016113,animals,0.4191952049732208
kơtonh,fern,plants,0.7177364826202393,animals activity,0.1526705026626587
kotŏng,one of three types of local deer,animals,0.6880866885185242,animals activity,0.2978819608688354
kơtôch,"piece of wood that has been burned black, charred",human activity,0.7544593214988708,weather,0.0572704784572124
kơtơh,chest,human activity,0.658574640750885,animals activity,0.1582970917224884
kơtơh ăng,have children and all die,human activity,0.8636914491653442,animals activity,0.0361656099557876
kơtơih,stumble,human activity,0.464731216430664,language,0.1951942890882492
kơtơm,owner,human activity,0.7892960906028748,animals activity,0.0561659783124923
kơtơp,pigeon ,animals,0.5096226334571838,animals activity,0.4786966145038605
kơtỡ,bamboo comb,plants,0.4868878722190857,animals activity,0.2725176513195038
kotỡk,sticky,human activity,0.3477291464805603,animals activity,0.1467842906713485
kơtỡn,threshold,language,0.2593173384666443,human activity,0.2416942417621612
kơtỡng,to hear,human activity,0.3735007047653198,language,0.3092096447944641
kơtu,"old abandoned village, site of old village",scenery,0.7197979092597961,language,0.1177010759711265
kơtua,bridge,human activity,0.4344373345375061,water,0.1267318725585937
kơtuang,to trip someone with foot,human activity,0.918368935585022,animals activity,0.041898176074028
kơtuăl,"spool, clod of earth",language,0.2690087556838989,animals activity,0.156575858592987
kơtuh,"cabinet, wardrobe",human activity,0.6307178735733032,language,0.217693880200386
kơtul,"stupid, not intelligent",human activity,0.5040581226348877,language,0.1597994565963745
kơtum,relatives,human activity,0.3369797766208648,language,0.2073253393173217
kơtum kơtŏng,intensive of kơtum,language,0.4025970101356506,animals activity,0.1932044476270675
kơwim,type of smoking pipe,human activity,0.9067276120185852,animals activity,0.0324072949588298
kơwữ,"thick paper, cloth, lips",human activity,0.5889930725097656,language,0.1327431052923202
kỡl,head,human activity,0.4546372294425964,language,0.1659950464963913
kỡm,"taboo, prohibited",language,0.8003296256065369,human activity,0.0637075304985046
kỡm-kang,polite form of kỡm,language,0.6982402205467224,water,0.0862960219383239
kỡng,spleen,plants,0.5293852090835571,scenery,0.2018822729587555
kỡng,to weigh,human activity,0.4623145759105682,language,0.1465223133563995
kỡp,a moment,human activity,0.3885923624038696,language,0.1704088598489761
kỡt,to tie animals so that they can feed,animals,0.71653813123703,animals activity,0.2258699089288711
kỡt,of heart to stop beating,human activity,0.714223325252533,animals activity,0.171030580997467
krai,a very flexible tree used to make spring traps and housepots,animals activity,0.3336503207683563,scenery,0.1294351071119308
kram,the large type of bamboo,plants,0.9128427505493164,animals activity,0.0455966107547283
krang,upward slope,human activity,0.3190433382987976,language,0.1574722379446029
krang krĕl,constipation (from swallowing seeds),human activity,0.2951561212539673,animals activity,0.2459231466054916
kranh,stomach pain,human activity,0.6979735493659973,animals activity,0.0948199555277824
krao,to call,language,0.5860453248023987,human activity,0.2602577805519104
kră,old--of people and living things,human activity,0.6939985156059265,animals activity,0.122390516102314
"krăk, 'long krăk",a tree with black wood that is very hard,plants,0.220821738243103,animals activity,0.1593574732542038
krăl,poison from tree used to put on arrows,animals activity,0.3539276421070099,plants,0.3265119194984436
krăm,to sink in water ,water,0.7744439244270325,human activity,0.095156617462635
kreh,to scratch scab of sore,human activity,0.765239417552948,animals activity,0.1045870408415794
"kreh, 'long kreh",an instrument used to keep thread in weaving even ,human activity,0.3610816895961761,language,0.1190082132816314
kreo-kreo,noise of crying,human activity,0.789126455783844,animals activity,0.166676640510559
krep kơkrep,noise of person crying; noise of blowing on something ,human activity,0.9813892841339112,language,0.004137089010328
kret,"to be greedy, not give in return when given to",human activity,0.7373086214065552,language,0.0973069667816162
krĕ,"of people to grow slowly, be shorter than people one's age while still growing",human activity,0.8740504384040833,water,0.0283144935965538
krĕch,to almost hit something ,human activity,0.6611670851707458,animals activity,0.0937309488654136
krĕng,reddish black berry,animals activity,0.3371286690235138,human activity,0.216435819864273
krĕo,to castrate ,human activity,0.6735388040542603,animals activity,0.2114565819501876
krê,to be very frightened ,human activity,0.3117989599704742,language,0.2393929064273834
krênh,to tie well (over and over),human activity,0.4995706677436828,language,0.1887517273426056
kring,hornbill,animals activity,0.5039501786231995,animals,0.4383937120437622
krip krip,to describe someone crying,human activity,0.803624153137207,language,0.1661571562290191
krǐp,to grab hard and quickly,human activity,0.6833336353302002,animals activity,0.1074992418289184
kro,of trees and plants to be dead dried up,plants,0.9399711489677428,scenery,0.0182207450270652
kroǐ kroǐ,noise of person eating hard crunchy food,human activity,0.9700379967689514,language,0.0142711726948618
kron,"to keep in enclosure, imprison",human activity,0.4193574488162994,language,0.2762381732463836
krong,river,water,0.901692807674408,human activity,0.0312891714274883
krŏch,to get hungry for when seeing someone else eat,human activity,0.6731961369514465,animals activity,0.1646179258823394
krŏk krŏk,noise of child drinking,human activity,0.6980279088020325,animals activity,0.1437627375125885
krŏu,to poison fish,animals,0.4451239109039306,animals activity,0.3412672579288482
"krô, krô krô",often,human activity,0.479070782661438,animals activity,0.1072175353765487
krôh,back basket with the opening on the side rather than at the top used to carry belongings,human activity,0.4489574432373047,language,0.1302748918533325
krôǐ,orange ,human activity,0.3468732535839081,animals activity,0.1708106845617294
krông krang,"up and down, mountainous",scenery,0.5722807049751282,human activity,0.181467667222023
krônh krônh,noise of one person crying,human activity,0.9454593658447266,language,0.0254591535776853
krônh kranh,noise of loud prolonged crying,human activity,0.8535807132720947,animals activity,0.1099914908409118
krôp,to embrace to warm baby by holding,human activity,0.7272576689720154,animals activity,0.1650115996599197
krơt krơt,"the noise of someone teeth being cut, filed ",human activity,0.9442782402038574,language,0.01686299033463
krỡ,the noise of something rubbing together,human activity,0.6903923153877258,animals activity,0.1446098834276199
krỡk krỡk,"to describe the pain of fish bone in throat, thorn in foot",language,0.4412590265274048,animals,0.2571013271808624
kruih,to designate taking or stealing something,human activity,0.4677402377128601,language,0.3833311200141907
kruǐ kruǐ,noise of someone eating fruit,human activity,0.9496917128562928,animals activity,0.0277315098792314
krŭk krŭk,noise of adult or animal drinking,animals activity,0.6214419603347778,animals,0.2727808356285095
krưh,expression used when one wants to give all his strength to something at one moment,language,0.5986198782920837,human activity,0.2314053475856781
krưp,"scary, frightening, out of the ordinary",language,0.7101359963417053,human activity,0.1342522054910659
kuaih,"to dig up, scratch around for",human activity,0.5926439166069031,animals activity,0.3203646838665008
kuak,sound of tearing paper,human activity,0.8475783467292786,animals activity,0.0879414081573486
kual,"to wind up rope, to put away, to turn handle ",human activity,0.8673470616340637,language,0.0677002742886543
kuan ,"mandarin, official",language,0.925579309463501,human activity,0.0416441150009632
kuang,inside part of leg,human activity,0.3977049589157104,animals activity,0.2777823805809021
kuă,to not want to do,human activity,0.452938973903656,language,0.2320886254310608
kuăl,of a dog to bark,animals activity,0.7535498142242432,animals,0.2347165793180465
kuăn,to hold firmly around the waist,human activity,0.6865359544754028,water,0.0860485360026359
kuăng,"fast, quickly, to get up early",human activity,0.748263955116272,language,0.0933494269847869
kuăt,to remember well,human activity,0.449041336774826,language,0.1491767913103103
kue,lame,human activity,0.373953640460968,language,0.304011732339859
kueng,a section of the village,human activity,0.6361709833145142,scenery,0.1536232233047485
kueng,corner of house,human activity,0.7186034917831421,scenery,0.060419987887144
kuer,to drill holes,human activity,0.9388908743858336,animals activity,0.0328655764460563
kuĕk,"to dig out, twist out",human activity,0.6213598251342773,animals activity,0.1371612250804901
kuĕl,curve in road,human activity,0.5610266923904419,scenery,0.2552801370620727
kuĕnh,black type of monkey with long legs and arms,animals,0.6602923274040222,animals activity,0.2990549504756927
kuĕo,to hold fingers as promise or token not to lie,language,0.4821310937404632,human activity,0.364212304353714
kuễ,cinnamon,human activity,0.3669684529304504,language,0.2376364171504974
kuh kuh,bark of dog,animals activity,0.8167129755020142,animals,0.169165700674057
kuǐp,to describe the way a bird eats,animals activity,0.7465741038322449,animals,0.2096756249666214
kul,dark colors,human activity,0.3045794069766998,water,0.1478336006402969
"ladder, basically",ladder--basically the traditional ladder made of one wedged pole ,human activity,0.7175516486167908,animals activity,0.0847261846065521
kung bơbe,ladder with rungs ,human activity,0.5853220224380493,animals activity,0.1303796172142028
kung kuch,expression used in hide-and-go-seek to draw attention to your hiding place ,language,0.5133379101753235,human activity,0.1861472129821777
kuơch,"to beckon, call by hand, give signal by hand or head",human activity,0.6085297465324402,language,0.2873848378658294
kuơk,sound of cloth tearing ,human activity,0.7565099000930786,animals activity,0.1185530349612236
kuỡl,"to be lost, people only",human activity,0.967454195022583,language,0.0106911165639758
kŭk,large rock,scenery,0.3092458844184875,animals activity,0.2986973822116852
kŭp,to bow head,human activity,0.4439649581909179,language,0.2905574738979339
Kŭr,"Khmer, Cambodians",language,0.7630592584609985,human activity,0.1789597272872924
kưt,frog-toad family,animals activity,0.4929281771183014,animals,0.4678357541561126
kưt kơpô,large edible frog ,animals activity,0.5579302906990051,animals,0.4214754700660705
kưt trŏl,"a frog with long legs, yellow, edible ",animals activity,0.5501915812492371,animals,0.4307805299758911
kưt pôi,like but smaller also edible ,animals activity,0.2342057228088379,plants,0.2321528643369674
kưt tơroi,an edible frog that noise ,animals activity,0.8825203776359558,animals,0.0982860550284385
kưt kĕng,small yellow edible frog with large cheeks,animals activity,0.4990792274475097,animals,0.4724879562854767
kưt đak,small frog that lives in the water ,animals activity,0.4795522093772888,animals,0.2705108821392059
kưt adrŏk,toad,animals activity,0.7859516739845276,animals,0.1892415881156921
kữ,"keep on doing, do anyway",human activity,0.7969173789024353,language,0.0951951891183853
kữ-kă,"to do with no purpose, uninhibitedly, without reason, to be licentious ",human activity,0.5707007646560669,language,0.1551519334316253
kơkữ-kơkă,emphatic of kữ-kă,language,0.491151362657547,animals activity,0.2329270094633102
kữm,also,human activity,0.4149306416511535,animals activity,0.1174788922071456
la lah,expression of desire,human activity,0.6216349601745605,language,0.2657140791416168
la-yơ,when ,human activity,0.267813891172409,language,0.2441234290599823
ưh kơ la-yơ,never,language,0.2864485681056976,human activity,0.2711107134819031
lach,scold,human activity,0.3733598291873932,language,0.2848116755485534
lah,"ever, never ",language,0.3824381828308105,human activity,0.2443577945232391
hăm lah,have (you) ever  ,human activity,0.4699567258358001,language,0.2162306755781173
ưh kơ lah,(I) have never ,human activity,0.2543073892593384,language,0.2183018773794174
lai ,mound of dirt made from rat digging hole ,animals activity,0.8491239547729492,animals,0.1390637755393982
lak ,discolored skin with white flaky skin disease,language,0.2584255337715149,human activity,0.1817307621240615
lang,to untie ,human activity,0.6132433414459229,language,0.1571575254201889
Lao,"Laotian, Laos",language,0.9365673065185548,human activity,0.0222389455884695
bơngai Lao,Laotian people,human activity,0.7283090353012085,language,0.2299630790948867
lao-lao don,to be bored of ,human activity,0.4581214785575866,language,0.1435257941484451
lap ,tired ,human activity,0.5352930426597595,language,0.140314370393753
lar ,to open ,human activity,0.3306097984313965,language,0.2713686823844909
lat ,flat ,water,0.1939063519239425,scenery,0.1735206246376037
lat ,flat stone ,scenery,0.4328746795654297,animals activity,0.1272302120923996
lă,"to bring up from throat or spit out of mouth as bad tasting medicine, seeds",human activity,0.6025784611701965,plants,0.1581655740737915
lăm,in inside ,human activity,0.3389079570770263,language,0.2111240774393081
lăm ,room ,human activity,0.3441738188266754,language,0.160809114575386
lăm pêng,third grade,human activity,0.447166383266449,water,0.1032619923353195
lăn,to keep quiet ,language,0.4100978672504425,human activity,0.2941948473453522
lăng,to look at,scenery,0.3432135581970215,human activity,0.1937349140644073
lănh,"to be quiet, not argue ",human activity,0.4400438070297241,language,0.3325284421443939
lăp,"to fit, be equal to ",language,0.2839870750904083,human activity,0.1693087816238403
lăp don,"to like, want",language,0.578222930431366,human activity,0.2465419173240661
lăp,"often precedes numbers seeming to have the idea of ""that much only"" though in some the idea of ""only"" is missing that time when",language,0.3595592379570007,human activity,0.1985856592655182
lăp,"at that time, when",human activity,0.3385210335254669,language,0.2463044375181198
lei,"then, therefore ( then in a logical sense not time) ",language,0.3878726959228515,human activity,0.1885156482458114
lei-laǐ,the same ,human activity,0.3375454246997833,language,0.1792244911193847
lek,"profit, value  ",human activity,0.5793721079826355,language,0.1497619450092315
"lek, lek sơnĕnh",to show teeth,human activity,0.5355085730552673,animals activity,0.3565502762794494
pơlek sơnĕnh,to show teeth ,human activity,0.5679229497909546,animals activity,0.3160892426967621
lek,of metals to melt,human activity,0.2939476668834686,language,0.1592976450920105
lem,"to hem a garment, blanket",human activity,0.9117790460586548,language,0.0239289719611406
len,rehash over and over ,human activity,0.6039291620254517,language,0.1330059915781021
leng gong,early in the morning around two or three o'clock,human activity,0.5481548309326172,animals activity,0.1075090691447258
lep,grasshopper,animals activity,0.6907269358634949,animals,0.2902555465698242
ler,cricket,animals activity,0.7658557891845703,human activity,0.129485547542572
lĕ,final particle expressing emphasis (possibly not too polite) ,language,0.6279180645942688,human activity,0.1729422509670257
lĕ,final particle used to call attention to the importance of utterance (may be same as above but to be more polite),language,0.515201985836029,human activity,0.2881589233875274
lĕch,to go out ,human activity,0.7226101756095886,animals activity,0.1270224899053573
lĕm,"to keep quiet, stop talking (feeling of shame as well)",human activity,0.6705694198608398,language,0.1986231356859207
"lêh, năr lêh",holiday ,human activity,0.5017508864402771,language,0.1164353638887405
lêl,"to be worried, afraid ",language,0.5562595129013062,human activity,0.2343295812606811
bơngai lêl,coward ,animals activity,0.4586334228515625,human activity,0.2966218590736389
"lêng ê, ưh kơ lêng ê","not watching out for, not on toes ",human activity,0.6766992211341858,language,0.1420560181140899
lễ,let ,language,0.363321453332901,human activity,0.234745591878891
lễ inh năm,let me go (and see about it),human activity,0.6185787916183472,animals activity,0.1471412181854248
lễ đĕch,"leave it, don't do anything about it ",language,0.3763379156589508,human activity,0.1747033894062042
lễ,may also have the idea of throw away especially when preceded by words meaning to throw out ,language,0.5393756031990051,human activity,0.2197350263595581
liĕl,to stick out tongue ,language,0.5542588233947754,human activity,0.2677854299545288
liĕm,"good, healthy, well, good-looking",language,0.3567613661289215,human activity,0.3310038447380066
"liĕng, 'ba liĕng",rice that has its full grain ,animals activity,0.2562704384326935,language,0.1608273983001709
lin,gums,animals activity,0.4262363612651825,human activity,0.3220189809799194
ling,"completely of one kind, unmixed",human activity,0.2426367253065109,language,0.1932723224163055
ling-lang,always,human activity,0.4616250991821289,language,0.1467211991548538
līnh,"soldier, army ",human activity,0.9709926843643188,language,0.0098616098985075
liơh,"to taste, lick",human activity,0.6770059466362,animals activity,0.1897070556879043
loi,more than ,human activity,0.2676955759525299,language,0.2568646967411041
rai loi,to become more and more,human activity,0.7499563097953796,animals activity,0.0648268833756446
lon,"intermittent, sick one day and not the next ",human activity,0.4219224452972412,animals activity,0.1985934972763061
choh lon,to leave off hoeing one field and go to another,human activity,0.5778288841247559,animals activity,0.2839666903018951
"long, pơlong","to test, try",human activity,0.586303174495697,language,0.2127466797828674
"long, mit long ",type of hard jackfruit,plants,0.3317001461982727,animals activity,0.3099726736545563
lŏk,running water from rain,water,0.7156294584274292,weather,0.2342319190502166
lŏng,"to shed skin, to skin",human activity,0.5997039675712585,language,0.1705918163061142
lôch,to die ,human activity,0.427955687046051,language,0.1689896583557129
lôh,oh!,human activity,0.4349279105663299,language,0.1290435194969177
lôk-đôk,"to sway back and forth, see-saw, go up and down ",human activity,0.5013788938522339,scenery,0.2340647131204605
lôk-sơlôk,"to become bigger and as dirt in front of plow, waves piling up ",human activity,0.6154052019119263,weather,0.1025815308094024
lôm,to roll up,human activity,0.4792400598526001,animals activity,0.2069866508245468
lơ,"many, much",human activity,0.3882307410240173,language,0.2352181077003479
lơ-lap lơ-lang,intensive of lơ,language,0.5240429043769836,human activity,0.1834906637668609
lơ-leng lơ-lang,intensive of lơ,language,0.5240429043769836,human activity,0.1834906637668609
lơi,"profit, gain",human activity,0.5916988253593445,language,0.2240471988916397
lơleh,nobody there ,language,0.2520428895950317,scenery,0.1882722526788711
chang lơleh kơ'bôh,waited but nobody came,human activity,0.4120511710643768,animals activity,0.1866612583398819
lơlei,like that ,human activity,0.4298561215400696,language,0.2081071138381958
lơliơ,"why, how, how come",language,0.5133762359619141,human activity,0.1694139093160629
lơlŏu,like this,human activity,0.5906642079353333,language,0.1117911711335182
lơlôr,to bend down and go through a hole,human activity,0.7743779420852661,animals activity,0.1447885036468505
lơlŭ,to rub against something,human activity,0.5114083886146545,animals activity,0.170830637216568
lơlŭt,to press through a crowd,human activity,0.8475700616836548,animals activity,0.0535628758370876
lơng,black insect that eats leaves and is edible,animals activity,0.7542470097541809,plants,0.1659666746854782
