,Keys,Definitions,0,1
1940,kuaih,"to dig up, scratch around for",9.702827,10.921484
1941,kuak,sound of tearing paper,12.895754,11.389453
1942,kual,"to wind up rope, to put away, to turn handle ",9.898599,10.404294
1943,kuan ,"mandarin, official",10.192095,7.239432
1944,kuang,inside part of leg,9.1452265,8.684102
1945,kuă,to not want to do,8.13172,6.29197
1946,kuăl,of a dog to bark,11.588049,10.329897
1947,kuăn,to hold firmly around the waist,8.658371,9.695793
1948,kuăng,"fast, quickly, to get up early",7.958696,7.560346
1949,kuăt,to remember well,8.750725,6.1801286
1950,kue,lame,10.307658,6.9745073
1951,kueng,a section of the village,7.1088777,12.659222
1952,kueng,corner of house,9.705086,8.068401
1953,kuer,to drill holes,9.159222,10.381148
1954,kuĕk,"to dig out, twist out",8.100892,9.208617
1955,kuĕl,curve in road,9.536496,7.6855783
1956,kuĕnh,black type of monkey with long legs and arms,11.041252,11.332695
1957,kuĕo,to hold fingers as promise or token not to lie,8.540207,4.022377
1958,kuễ,cinnamon,10.301521,7.286327
1959,kuh kuh,bark of dog,11.62053,10.3092
1960,kuǐp,to describe the way a bird eats,12.597555,9.645131
1961,kul,dark colors,11.201671,11.600214
1962,"ladder, basically",ladder--basically the traditional ladder made of one wedged pole ,8.283037,12.4217825
1963,kung bơbe,ladder with rungs ,8.414117,6.996174
1964,kung kuch,expression used in hide-and-go-seek to draw attention to your hiding place ,6.2536283,4.122917
1965,kuơch,"to beckon, call by hand, give signal by hand or head",8.899685,9.190655
1966,kuơk,sound of cloth tearing ,12.856884,11.40178
1967,kuỡl,"to be lost, people only",9.800968,5.421053
1968,kŭk,large rock,10.440298,9.37704
1969,kŭp,to bow head,10.498231,8.877361
1970,Kŭr,"Khmer, Cambodians",10.683797,6.8081484
1971,kưt,frog-toad family,10.534702,12.439023
1972,kưt kơpô,large edible frog ,10.340351,12.319523
1973,kưt trŏl,"a frog with long legs, yellow, edible ",10.357526,12.352492
1974,kưt pôi,like but smaller also edible ,9.580078,12.292259
1975,kưt tơroi,an edible frog that noise ,10.397531,12.297633
1976,kưt kĕng,small yellow edible frog with large cheeks,10.352161,12.367118
1977,kưt đak,small frog that lives in the water ,10.360779,12.285474
1978,kưt adrŏk,toad,10.540648,12.452212
1979,kữ,"keep on doing, do anyway",8.629267,4.992108
1980,kữ-kă,"to do with no purpose, uninhibitedly, without reason, to be licentious ",8.186068,6.248819
1981,kơkữ-kơkă,emphatic of kữ-kă,12.134909,5.600191
1982,kữm,also,10.204116,5.8299108
1983,la lah,expression of desire,7.534752,6.5471597
1984,la-yơ,when ,5.9368606,6.414368
1985,ưh kơ la-yơ,never,10.121022,5.2881875
1986,lach,scold,9.427892,7.1402264
1987,lah,"ever, never ",10.124221,5.315694
1988,hăm lah,have (you) ever  ,10.127891,5.3413715
1989,ưh kơ lah,(I) have never ,10.12431,5.3168507
1990,lai ,mound of dirt made from rat digging hole ,9.30621,10.534397
1991,lak ,discolored skin with white flaky skin disease,11.078972,11.457127
1992,lang,to untie ,10.336758,6.551299
1993,Lao,"Laotian, Laos",10.717215,6.748454
1994,bơngai Lao,Laotian people,10.900126,6.48391
1995,lao-lao don,to be bored of ,7.579527,7.3158493
1996,lap ,tired ,7.098974,7.7877254
1997,lar ,to open ,7.322699,9.218651
1998,lat ,flat ,10.063404,8.699493
1999,lat ,flat stone ,10.091344,8.675878
2000,lă,"to bring up from throat or spit out of mouth as bad tasting medicine, seeds",7.3341584,9.223111
2001,lăm,in inside ,10.016199,7.6202683
2002,lăm ,room ,10.135861,7.60702
2003,lăm pêng,third grade,10.49647,7.283951
2004,lăn,to keep quiet ,7.878403,5.4025817
2005,lăng,to look at,8.952371,7.621835
2006,lănh,"to be quiet, not argue ",7.9364834,5.396796
2007,lăp,"to fit, be equal to ",10.079699,8.974137
2008,lăp don,"to like, want",7.602939,6.5213237
2009,lăp,"often precedes numbers seeming to have the idea of ""that much only"" though in some the idea of ""only"" is missing that time when",10.231154,6.352689
2010,lăp,"at that time, when",6.0057096,6.526344
2011,lei,"then, therefore ( then in a logical sense not time) ",10.12994,5.8708215
2012,lei-laǐ,the same ,10.495312,5.901729
2013,lek,"profit, value  ",9.551667,6.906214
2014,"lek, lek sơnĕnh",to show teeth,6.35457,9.074807
2015,pơlek sơnĕnh,to show teeth ,6.3565884,9.076788
2016,lek,of metals to melt,10.039899,8.437297
2017,lem,"to hem a garment, blanket",8.418903,10.266953
2018,len,rehash over and over ,9.393243,5.36999
2019,leng gong,early in the morning around two or three o'clock,6.0142426,7.05557
2020,lep,grasshopper,12.084627,9.837645
2021,ler,cricket,10.464065,7.317704
2022,lĕ,final particle expressing emphasis (possibly not too polite) ,12.113091,4.6653657
2023,lĕ,final particle used to call attention to the importance of utterance (may be same as above but to be more polite),12.154339,4.6760726
2024,lĕch,to go out ,7.7764044,7.3806868
2025,lĕm,"to keep quiet, stop talking (feeling of shame as well)",7.1527343,5.092249
2026,"lêh, năr lêh",holiday ,10.345952,7.2034936
2027,lêl,"to be worried, afraid ",6.6207786,4.9614205
2028,bơngai lêl,coward ,7.8938727,5.629095
2029,"lêng ê, ưh kơ lêng ê","not watching out for, not on toes ",9.025569,7.4112196
2030,lễ,let ,9.57039,7.050959
2031,lễ inh năm,let me go (and see about it),9.512933,6.672675
2032,lễ đĕch,"leave it, don't do anything about it ",9.255706,5.573748
2033,lễ,may also have the idea of throw away especially when preceded by words meaning to throw out ,7.8869147,9.554052
2034,liĕl,to stick out tongue ,7.598066,9.128101
2035,liĕm,"good, healthy, well, good-looking",8.716029,7.8758254
2036,"liĕng, 'ba liĕng",rice that has its full grain ,10.543736,14.925593
2037,lin,gums,6.418455,9.098853
2038,ling,"completely of one kind, unmixed",10.328422,4.844604
2039,ling-lang,always,10.1233635,5.332887
2040,līnh,"soldier, army ",9.959747,7.293006
2041,liơh,"to taste, lick",7.6547403,9.112231
2042,loi,more than ,10.336166,4.2659545
2043,rai loi,to become more and more,8.047292,7.478328
2044,lon,"intermittent, sick one day and not the next ",7.115385,7.837018
2045,choh lon,to leave off hoeing one field and go to another,9.761003,6.805887
2046,"long, pơlong","to test, try",9.779071,7.3792686
2047,"long, mit long ",type of hard jackfruit,9.399643,12.619594
2048,lŏk,running water from rain,7.469037,10.289752
2049,lŏng,"to shed skin, to skin",10.76098,11.381952
2050,lôch,to die ,12.208016,6.954661
2051,lôh,oh!,10.305436,6.9791584
2052,lôk-đôk,"to sway back and forth, see-saw, go up and down ",9.423861,8.597352
2053,lôk-sơlôk,"to become bigger and as dirt in front of plow, waves piling up ",10.106068,11.167978
2054,lôm,to roll up,10.817207,9.931899
2055,lơ,"many, much",10.677619,4.930857
2056,lơ-lap lơ-lang,intensive of lơ,-2.0850453,10.667799
2057,lơ-leng lơ-lang,intensive of lơ,-2.0857224,10.668496
2058,lơi,"profit, gain",9.558434,6.915303
2059,lơleh,nobody there ,9.987066,5.0544195
2060,chang lơleh kơ'bôh,waited but nobody came,6.8474417,6.460844
2061,lơlei,like that ,10.4857025,6.5552535
2062,lơliơ,"why, how, how come",9.183234,6.302603
2063,lơlŏu,like this,10.386324,6.843875
2064,lơlôr,to bend down and go through a hole,9.147232,10.306426
2065,lơlŭ,to rub against something,8.163337,10.69778
2066,lơlŭt,to press through a crowd,8.704346,8.96195
2067,lơng,black insect that eats leaves and is edible,10.101336,12.167958
2068,lỡk,to unroll ,10.5973835,7.7320104
2069,lỡk sơkok,to unroll a mat,10.718238,7.827581
2070,lỡm,"in, inside",10.026459,7.6683974
2071,lỡn,clay ,10.4413185,7.565031
2072,lỡng,a cow or carabao that can have no offspring,11.960988,8.182441
2073,lỡp,flood this word to water covering something,7.378449,10.390759
2074,lu,pluralizer,11.774682,5.7076135
2075,lu-la,cockroach,12.668042,9.439298
2076,"luăn, luŏn",to swallow  ,7.3696704,9.227412
2077,"luh, luh lăng","to go quickly, to look at",8.018362,7.4753423
2078,lui,to believe,9.556984,5.9360447
2079,lŭk-lum, to cover head with blanket ,8.560494,10.156871
2080,"lung, pơlung","to comfort, console, encourage, beg for ",9.425228,6.5968065
2081,"lŭ, lŭ sa",to have appetite for,7.0316744,8.554343
2082,lŭch,"the worst, to be at the end ",8.423263,6.835043
2083,rai lŭch,to become worse ,8.035849,7.4738984
2084,lŭk-lŭnh,to describe something turning over and over as log box pencil,9.447198,5.367103
2085,lŭn,to be able to fit in ,10.050853,8.992206
2086,kơ lŭn,to not able to fit in ,10.050727,8.895945
2087,"lŭng, bơngai lŭng",to always miss target when hunting,9.56366,9.745689
2088,lŭt,to force into a tight place,9.060666,9.470134
2089,lưk-dưk,the stagger of sick animal because one or more of its feet are lame,10.577088,11.057539
2090,"""lal",flute ,10.378456,10.705018
2091,"""lao",type of bamboo that has thin outside,9.478863,14.63606
2092,"""leh",of trap to spring ,8.354285,13.055375
2093,"""lĕp-'lĕp",to describe the waving of a flag falling paper ,12.27217,9.491364
2094,"""lêng-kơ'lêng",to describe a bird gliding with large wings,12.333049,9.459794
2095,"""lêp-'lêp",descriptive of flapping wings of large bird,12.314677,9.462895
2096,"""long ","tree, log",8.759422,12.223077
2097,"""lŏ",to grow up (people only),10.30404,9.494732
2098,"""lŏ boih",mature already (in size),10.482391,9.304739
2099,bơngai 'lŏ,young people ,11.62453,7.098942
2100,"""lơ'lĕp-'lơ'lônh-mônh",to describe the flapping of the wings of many birds ,12.311302,9.454995
2101,'lơ'lŏ,really in truth ,9.602037,5.9024367
2102,'lơ'lữ,"waving of baby arms, bird's wings to beg for food, to be held",12.306618,9.44318
2103,'lỡng,good beautiful delicious healthy ,8.701756,7.8263927
2104,'lỡp,young children,12.199221,7.644836
2105,ma,younger brother of father or mother,12.379973,7.474199
2106,ma lai,person who is alleged to eat people ,11.067674,6.0003266
2107,mah,enough ,10.503479,4.5307546
2108,mah,so much that even,16.45365,10.279354
2109,"mai, mŏ mai",daughter-in-law,12.2494545,7.4935284
2110,maih,gold,10.120878,8.195164
2111,mak klĕng,white in animal forehead,11.150317,11.4185705
2112,"mak, pơyan puih mak",hot dry season,6.602457,10.183483
2113,mam,"metal, iron, steel ",10.0348015,8.378658
2114,mam chih ,pen ,10.300173,7.870916
2115,man ,to shape form with mud cement to build with these materials,10.382365,8.61784
2116,mao ,to mourn for dead,12.31724,6.860657
2117,mă,a linking word sometimes similar in use to a relative pronoun in English but it also may link two verbs ,10.201605,6.31356
2118,pơm mă đunh ,do it for a long time ,6.4843554,6.6413426
2119,mă lei ,but,10.235006,5.786776
2120,mă tha,even though,16.45785,10.283056
2121,măk ai,"responsibility, blame, fault ",9.532896,6.5279355
2122,măng,night,5.877358,7.2646594
2123,măng-mei,firefly,11.954542,9.611624
2124,măng-mĕng,small moth ,12.004429,9.60951
2125,măr ,to be wild,11.604042,10.011385
2126,măt,eye,6.1317782,7.982702
2127,"măt, măt dêh",expensive,8.858045,6.7226195
2128,măt,name,10.901957,6.2495337
2129,măt-meng,moth,11.940495,9.514715
2130,me-mo,straw whistle,12.477845,10.773788
2131,meo,cat,11.276334,9.941041
2132,mĕ,mother,12.139508,7.5526257
2133,mĕng mĕng,"to miss someone and think about them continually, to wait expectantly for",6.8671393,6.453583
2134,mêu,mask to scare people ,6.563311,4.852458
2135,mi,in-laws,12.204352,7.4466586
2136,Mi,American,10.297796,7.116008
2137,mih,father's or mother's elder brother ,12.389531,7.4896793
2138,ming ,"to fix, in some dialects to place, change position of",9.109893,5.28751
2139,ming yang ,"to placate the spirits, term used when sacrifices are made ",11.986032,6.5762844
2140,mir ,rice field (usually wet rice),10.560204,14.957351
2141,mit,jackfruit,9.447161,12.57095
2142,mǐl ,"to hate, have bad attitude toward, be angry with ",7.495937,4.7277856
2143,mǐm ,wild carabao,11.733938,8.216918
2144,mǐnh,one ,10.548627,5.198805
2145,mlaǐ,firecracker,5.975112,10.6953535
2146,mlông,large circular things,10.632357,9.332983
2147,tông mlông,balloon,10.549057,7.82053
2148,moih,mosquito,12.008523,9.815089
2149,mok,to eat grain-like objects by letting them roll into mouth from hand,7.591319,9.086217
2150,"mol, lôch mol","to faint, be in coma ",9.681878,6.9753084
2151,mon ,"nephew, niece ",12.388359,7.513707
2152,mong ,"to hold, to contain ",9.639957,6.613737
2153,mot ,"to fast, go without eating",7.070008,8.587994
2154,"mot, klak mot",part of digestive system of cow or carabao,11.70891,8.307
2155,mŏ,"daughter-in-law, vocative for daughter",12.25103,7.513306
2156,mŏk,"rice that is nearly ripe that is picked, roasted, pounded and eaten",10.543415,14.925867
2157,mŏm,to suck ,10.087434,6.757354
2158,sŏk mŏm,moustache,10.180571,7.517159
2159,"mŏng, mŏng chêng",the smallest gong of the chêng set of gongs ,13.752602,10.022517
2160,môch,"to submerge oneself in, dive in water ",7.3527274,10.157053
2161,mônh,one (used when counting in a series without classifiers),8.446842,11.454402
2162,mơdơr,"to not be able to eat thing because dish is dirty, feel nauseated",7.062777,8.227867
2163,mơgrǐ,to be dirty,8.01903,10.85339
2164,mơh,cooked rice,10.547208,14.9189825
2165,mơhơl,to be irritated as when hearing a grating noise,13.115732,11.443349
2166,moi,to invite contracted form of ten watermelon mean easily,9.598959,6.4415793
2167,mơkuei,lizard like iguana,10.298677,7.796222
2168,mol,afraid to look at,6.646262,4.965275
2169,mơlak-mơlônh,many people doing different things,11.120473,5.4947376
2170,"mơlĕch, đak mơlĕch",spring where you can see water coming out,7.3316336,10.422043
2171,mơlôh,of rice to be almost gone,10.538551,14.9449625
2172,mơlŏu,"shy, bashful, ashamed",6.952778,5.058388
2173,mơlueng,"to describe drunken people talking, not being able to talk straight",7.4976344,7.973958
2174,mơlueng-mơluônh-mônh,"emphatic, pluralized form of mơlueng",11.927157,5.6820617
2175,mơmai,elder sister,12.396896,7.491501
2176,mơmĕng,to be concerned about,7.0902843,5.099686
2177,mơmil,to be angry,7.4826045,4.7304206
2178,mơmŏ,to crawl,10.1170225,7.590399
2179,mơmŏng,to describe big stomach from one eating a lot; to describe rounded front of car,11.653555,8.287691
2180,mơmơnh,"to grumble, complain, mumble",9.758848,6.40133
2181,mơmreh,"to worry, be concerned about",7.033547,5.115981
2182,mơmŭng,a boil at the stage of almost breaking ,6.8274474,10.805953
2183,mơn ,"to feel a touch, a bite",8.620069,9.419567
2184,mơnat,"pity, feel sorry for",9.7646265,6.406505
2185,mơnă mơnuih,people ,11.0626745,5.967467
2186,mơni,even though (archaic word),16.457737,10.283013
2187,mă mơni mơna,even though (archaic word),16.457731,10.283003
2188,mơ'nah,"a portion; some (do this), some (do that) ",10.088681,6.7450333
2189,mơng ,person who is very strong and rich,8.763749,6.7047415
2190,mơng ,to borrow ,9.414926,6.8000464
2191,mơngưt-mơngat,describes drunk person walking,7.534309,7.91588
2192,monhal,"very bright light or sunshine, bright reflection",5.931686,10.54539
2193,mơsêh,to have supernatural magic,9.62499,6.2824144
2194,mosêh mơyang,emphatic of mơsêh,12.170422,5.5716624
2195,"mơsǐ, 'nhĕt mơsǐ",type of grass that grows in the water,9.096848,11.73767
2196,mơti,orphan,10.600591,7.565325
2197,mơyang,to have supernatural powers,9.661277,6.336413
2198,mỡn,also ,10.177743,5.790898
2199,mỡng,"to listen to, to feel tired ",7.0423985,7.8184733
2200,gô mỡng kơ ih,it's up to you,9.547365,7.4517875
2201,"mu, măng mu",to be very dark,11.313316,11.804518
2202,muh,nose,10.920511,8.518876
2203,muh măt,face,11.187102,11.094109
2204,muih,"to clear bush, jungle to make a field",9.084757,11.674095
2205,mum,corner,10.06928,7.811872
2206,muơ,termite ,10.629944,7.460449
2207,mut,hammer,10.061586,8.019938
2208,mŭi,broken of rice grain,10.545273,14.925817
2209,mŭk,possessions,10.032759,7.4400735
2210,mŭl,the corner posts of an individual graveyard,12.446772,6.7473297
2211,mŭn,pimple,10.875754,11.300381
2212,mưh,if when ,5.6384,6.063851
2213,mưk,to speak in one's sleep,6.5177426,7.634448
2214,"ma, gah 'ma",right side,9.534759,8.168649
2215,‘mach,chicken lice,12.740483,9.39807
2216,‘maih,"to want, desire",7.530217,6.5469866
2217,‘mă,to hang on to; climbing or hanging on to tree with arms around tree,8.898326,12.097671
2218,‘măn,"to place, put",8.953721,4.915162
2219,‘măng,door opening,7.3320365,9.21765
2220,‘măng,times,6.1278796,6.607402
2221,‘bar măng,twice two times,10.511891,5.444618
2222,‘măng tăm,immediately,6.8982396,6.5080457
2223,‘me,"to feed, support",9.543894,7.3671794
2224,‘meh,"to want, desire ",7.541933,6.5586042
2225,'mêm,"to value and so in some contexts, to love",7.5600266,6.5551896
2226,"'mêu, 'mê chơ'mêu",to designate evil-looking face of tiger ,11.824493,11.230803
2227,'mễ,"bad, dirty, smelly",8.092082,10.994644
2228,'mễ-'mach,intensive of 'mễ,-2.1018245,10.684636
2229,‘mi,to rain,7.7250323,10.090861
2230,‘mih,2nd person dual,11.55752,5.5347786
2231,‘mlaih,to feel sad as when something valuable is lost,7.855869,4.9606347
2232,'moih,"to want, desire",7.547548,6.554749
2233,‘mong,to pay back debt ,9.286897,6.7756987
2234,'monh,rope twisted together as opposed to being braided,10.00082,10.425292
2235,"'mŏk, 'măng' mŏk",window,10.274423,7.5586
2236,‘mŏm,to close mouth on,7.2778325,9.17126
2237,‘môch,type of ant ,12.063546,9.991439
2238,'mơ'mrơk,easy tickling sensation,12.005746,9.880509
2239,‘mơn,to reach for,8.640503,7.8325405
2240,‘mơng,to not want to talk,8.299556,6.1860676
2241,‘mur,"to hide, conceal",6.2507834,4.123544
2242,‘mơǐ,to do first,8.425732,6.6872396
2243,na,"then, so, now, therefore ",10.140674,5.8614535
2244,"na, mir na ",rice fields with water ,10.579793,14.983108
2245,nai ,"different, other ",10.520852,5.8924956
2246,nak,cliff,10.3496475,7.4444647
2247,nar,chain,10.095459,8.050067
2248,se nar,tank,10.41027,7.773554
2249,năm,to go,7.8114986,7.3311067
2250,năng,to look at ,8.917596,7.4780354
2251,năr,day ,5.8425403,6.990756
2252,ne,final particle,12.184725,4.700839
2253,nĕ,"negative imperative, don't",11.355821,4.6229124
2254,ni,final particle indicating emphasis,12.166794,4.684325
2255,ning-mônh,the future in the future,5.9186864,6.84054
2256,ning nai kai ning mônh kơnh,emphatic form of ninh mônh,12.152911,5.590733
2257,no,"""There, told you so!"" ""There, see!""",10.177338,6.4263678
2258,noh,that there,10.273373,6.4772377
2259,nŏng,to be diligent do at the best of one's ability,8.252211,6.215741
2260,nô,oval-shaped,10.497736,8.649174
2261,nôt,basket with small neck,10.917923,15.467039
2262,nỗ,to go ,7.827487,7.2939253
2263,nơ,final particle--huh? ,12.162224,4.681841
2264,nơh,no definition given,9.784016,6.0424623
2265,nơnăm,to walk,7.601384,7.852184
2266,nơnoh,like that,10.506766,6.587374
2267,nơnǐng,hard to lift,8.559715,8.740602
2268,nỡn,one-bite-sized,10.554039,9.569251
2269,nỡr,language word,9.655913,6.5089746
2270,"nu, 'nu nu ",reduplicative form with 'nu 'this' indicating emphasis,10.235205,6.428132
2271,"nuih, plei nuih",heart (the physical organ) ,11.317998,8.176517
2272,bơngai nuih,a brave person,7.943358,5.7140474
2273,'naǐ,also,10.199771,5.817927
2274,'nao,"new, recent, just performed ",5.895016,6.855849
2275,'nă hal,to be happy ,7.758576,5.757693
2276,'nă-'nap,to be happy,7.7627144,5.744971
2277,'năk,trap that spears animals ,8.390464,13.145525
2278,'năr,sun; day in some contexts,5.855854,7.005463
2279,'nel-'nơ'nel,"to be enthusiastic, never tiring",7.5407934,6.5806932
2280,'nĕ,"negative imperative, don't ",11.3732,4.6327515
2281,'nei,that,10.375263,6.533026
2282,'nĕk-'nŏk,hiccough,10.313664,7.1213984
2283,'nĕl-'nơ'nĕl,something trying to get away but unable to ,8.828022,7.0832353
2284,'ni,that,10.32633,6.5086617
2285,'nǐt-'nǐt,"to grow steadily, grow quickly",10.296595,9.491384
2286,'noh,that (often referring to something in sight),10.175458,6.558508
2287,"nŏu, 'nâu",this,10.34086,7.570105
2288,'nơ'nih,to squirm always be on the go never still,8.822557,5.1220264
2289,'nôm,to urinate ,10.5124655,7.367124
2290,klak 'nôm,bladder,10.549975,7.4544415
2291,nỡm,of a hen to set ,12.797665,9.383168
2292,'nu,classifier for people ,8.475671,11.49708
2293,'bar 'nu bơngai,two people,11.404907,5.6082973
2294,'nu,this,10.342566,7.622101
2295,'nŭr,to wrap up,10.266713,10.030109
2296,ngach,of food to be cold,6.4035563,9.907695
2297,ngah,of hoe to have too wide of an angle,9.842682,8.897897
2298,ngang,"only, completely",10.296551,4.793923
2299,ngar,charcoal,6.4061913,10.763164
2300,ngăl,"only, completely, every",10.329459,4.809669
2301,ngăn,to keep quiet,7.8935223,5.3935323
2302,ngăp-ngăp,to be very severe with,6.994535,5.1409483
2303,ngăp-ngơngăp,someone,11.007835,6.0477633
2304,nge,baby,12.079516,7.713609
2305,ngei-ngei,"truly, really, intensive",-2.092141,10.675034
2306,ngeng,to obey,8.872904,5.6806846
2307,nger,"to peek, to put head down",8.947789,7.642588
2308,ngĕng,small red pepper that is very hot,6.0805855,9.716011
2309,ngĕng,disobedient,10.130041,7.4138546
2310,ngêh,"to suppose, think, think mistakenly",9.5513,5.9817877
2311,ngêng-jơngêng,to designate a long tell tree or log,8.743975,12.247578
2312,ngễ,to do before doing something else,8.53049,6.456646
2313,ngễ kơ kiơ,why wait? Why?,6.832662,6.468515
2314,ngoi,to look up,9.012541,7.5786824
2315,ngok,to drink continually without a break,6.7805834,8.92913
2316,ngong,goose,12.469783,9.754833
2317,ngor,to describe metallic substance that has been worn away,10.026647,8.325296
2318,ngôi,"to play, relax ",8.643625,6.468523
2319,chă ngôi,to go out somewhere for enjoyment,7.727963,7.357788
2320,ngôi,image in mirror water,7.610002,10.564315
2321,ngơk,to put head back,10.444301,8.887067
2322,ngơnh,"to praise, be amazed at",8.350742,5.698035
2323,ngơngei,"truly, really, intensive",-2.0959325,10.67889
2324,ngỡr,"to cause, trouble, destroy",11.972819,6.94692
2325,ngua,to obey,8.871423,5.7003393
2326,nguan,"tame, gentle",9.719138,6.4689345
2327,ngŭi,"very ripe, having reddish color",9.92881,13.100691
2328,ngưih,to eat off from something e.g. corn cob ,7.3816795,11.371548
2329,ngưp-ngưp,"to be very kind, soft-spoken, well-mannered",9.295191,6.087699
2330,'ngaih,outside ,10.008679,7.636819
2331,'ngam,sweet ,10.302871,6.98596
2332,'ngang-kơ'ngang,to smirk ,8.738766,7.4545493
2333,'ngêl-'ngêl,to describe shaking of head,5.9498153,4.862897
2334,"'ngiĕo, gah 'ngiĕo",left side ,9.528769,8.179877
2335,'ngok,brain ,9.959739,6.948583
2336,"'ngôch, yuă 'ngôch",to cut hair very close to head  ,7.7864804,11.772347
2337,'ngơn,to peer up over to strain; to see by raising head ,8.966888,7.6887083
2338,'ngơ'ngĕl,to shake head as a child does ,5.959152,4.876521
2339,'ngơ'ngêl,to shake head--of adults and large animals,5.9632177,4.8722515
2340,ngơ'ngot,of trees to rub on each other,8.738324,12.206037
2341,'ngơnh,to pull oneself up,8.474146,8.960038
2342,'nguaih,cleaned out all the grass; cleaned out of a garden,9.055688,11.663829
2343,'nguaih,outside,10.014123,7.6270385
2344,'ngueng,to sit quietly,7.9291162,5.3604364
2345,'nguênh,to stir when sleeping,6.479045,7.625801
2346,'nguơng,to not work to play have pleasure ,8.190709,6.41911
2347,'ngưl-tơ'ngưl,to gradually appear from the water,7.3533316,10.319933
2348,nhah,to hit to do forcefully,9.230117,9.415781
2349,"nhah, brih nhah",to pass by,8.632296,6.305093
2350,nham,delicious,10.356583,6.990764
2351,nhap,"corpse, used before names of people who have died, as to whether honorific or what",12.351267,6.817602
2352,nhă,to drink,6.7736363,8.947614
2353,nhem,to look at self to see if beautiful,8.830217,7.6358232
2354,nhen,like as,10.553669,6.521818
2355,nhet,type of very small freshwater fish,9.071535,13.456545
2356,nhĕch,to dodge to the side ,10.020279,8.052861
2357,nhên,clearly,9.750338,6.2121596
2358,nhi,1st person dual exclusive pronoun,11.583663,5.572365
2359,nhĭl-nhĭl,waving back and forth of a light,5.980565,10.567667
2360,nhĭn-nhŭn,hammock,10.202106,7.5148497
2361,nhĭnh,to meet suddenly,11.156612,5.3371468
2362,nhĭp,of sun to be gone down light out and so dark,11.169662,11.67788
2363,nhong,stem of pipe,9.294582,12.08306
2364,nhôn,1st person plural exclusive pronoun,11.599556,5.598161
2365,nhơk,to shine a light,5.9738226,10.5734005
2366,nhơng,white spot in iris which indicates blindness,6.122406,7.9579787
2367,nhơnhah,"to hit suddenly, slug",9.382359,9.621154
2368,nhơnhĕk,"to be keen to do something, be eager",7.5553694,6.569962
2369,nhơnhĕn,to be nearly cut through,8.034766,12.135083
2370,nhơnhĕn-nhơnhônh-mônh,intensive of nhơnhĕn,-2.0838752,10.666694
2371,nhơnhuei,very deep,7.5472684,10.52368
2372,"nhơnhuh, nhơnhuh-nhơnhah",to be fearful of something sharp,6.5989723,4.9447293
2373,nhơnhŭnh,the middle of the sea ,7.199899,10.394714
2374,nhỡk,octopus or possibly some imaginary animal that grabs people in water,10.341775,12.265354
2375,nhŭng,pig ,11.495292,9.401675
2376,nhŭp,to dive completely under water,7.3459044,10.192404
2377,nhŭr,to warm oneself by the fire,6.1272783,10.432875
2378,nhưm,to dye,11.119607,11.578346
2379,‘nhao,to wash face ,8.180967,10.572859
2380,'nhek,soot ,10.339065,7.0639606
2381,'nhĕk-'nhĕk,to hear only a little about ,13.3562155,11.093876
2382,'nhĕm,meat,7.0930443,11.182158
2383,'nhĕng, to covet ,10.148907,7.4014983
2384,'nhĕr-'nhĕr,to twitch eyelid,6.128093,7.9854794
2385,'nhĕt,"grass, weeds",9.10038,11.714659
2386,"nhễ, bơngai 'nhễ",crybaby,11.900222,7.704038
2387,'nhik,hoe,9.906138,8.857342
2388,'nhik hơdrỡng,hoe with straight blade ,9.851939,8.998172
2389,'nhĭp,"to close eyes, to blink",6.2580967,7.8943033
2390,'nhoi,grape-type fruit that grows on tall trees,9.505542,12.540476
2391,'nhot,vegetables,9.81346,12.405
2392,'nhŏ,not even ,16.456675,10.282419
2393,'nhŏng,older brother ,12.403782,7.495739
2394,'nhơ'nhỡp-'nhỡ'nhăp,"dirty, muddy place",7.9929147,10.8429165
2395,'nhỡk,electrical magnetism or shock,10.29972,7.052527
2396,'nhỡk,to throw something very far ,7.920843,9.577463
2397,'nhrong,a long piece of cut bamboo,9.471178,14.636843
2398,'nhui,smoke ,6.405341,10.727418
2399,'nhut,"to feel a pull, a drop ",8.385424,9.0446615
2400,'nhŭ,sour,9.735472,12.55185
2401,'nhưp,of eyes to keep closing when sleepy,6.264407,7.858199
2402,oaih,expression of grief disappointment,7.8292603,4.942438
2403,oay,expression of grief disappointment,7.8249354,4.941989
2404,och,to become smaller,10.4204235,9.25314
2405,oei,"to be at, sit, continue ",8.598983,4.973457
2406,oĕt-oĕt,"wag of tail, disobedient",11.868688,8.900258
2407,oh,younger sibling,12.403087,7.497966
2408,oh,"interjection, oh ",10.369088,6.9574137
2409,ok,worm ,10.61479,11.950936
2410,om,to lay around because angry,7.4601316,4.712799
2411,ong,bumblebee,12.075398,9.968618
2412,ot,to saw,9.488667,8.558174
2413,ŏ,the crow of a rooster,12.676129,9.412084
2414,ŏ,"yes, affirmative ",10.960966,4.556918
2415,ŏm,happy,7.752058,5.7480617
2416,ŏng,son-in-law,12.258056,7.502203
2417,"ŏu, âu",here this,10.0809355,7.566924
2418,ô,oh!,10.34854,6.9457393
2419,ôh,"intensive, often used with negative ",-2.1000216,10.6829605
2420,"ôi, plei ôi",guava,9.895208,13.109937
2421,ôm,to be rotten stink,8.098569,11.039204
2422,ôn,to hide something,6.268779,4.135467
2423,ôp,"to wash hands, dishes ",8.13147,10.516115
2424,ơ,pre-noun vocative,11.337766,6.038466
